sale_price,on_sale,sku
1650.00,,1255349-010
1650.00,,1255349-011
1650.00,,1255349-012
1650.00,,1255349-013
1650.00,,1255349-014
1650.00,,1255349-015
1650.00,,1255356-010
1650.00,,1255356-011
1650.00,,1255356-012
1650.00,,1255356-013
1650.00,,1255356-014
1650.00,,1255356-015
1650.00,,1255365-009
1650.00,,1255365-010
1650.00,,1255365-011
1650.00,,1255365-012
1650.00,,1255365-013
1650.00,,1260004-005
1650.00,,1260005-005
1650.00,,1262742-005
1650.00,,1276175-010
1650.00,,1276175-011
1650.00,,1276175-012
1650.00,,1276175-013
1650.00,,1276175-014
1650.00,,1276175-015
1650.00,,1276175-016
1650.00,,1276175-017
1650.00,,1284720-005
1650.00,,1284909-010
1650.00,,1284909-011
1650.00,,1284909-012
1650.00,,1284909-013
1650.00,,1286538-005
1650.00,,1289435-011
1650.00,,1289435-012
1650.00,,1289435-013
1650.00,,1289435-014
1650.00,,1289435-015
1650.00,,1289435-016
1650.00,,1289435-017
1650.00,,1289435-018
1650.00,,1292239-005
1650.00,,1302621-009
1650.00,,1302621-010
1650.00,,1302621-011
1650.00,,1302621-012
1650.00,,1302621-013
1650.00,,1302621-014
1650.00,,1302621-015
1650.00,,1302623-009
1650.00,,1302623-010
1650.00,,1302623-011
1650.00,,1302623-012
1650.00,,1302623-013
1650.00,,1302623-014
1650.00,,1302623-015
1650.00,,1302626-009
1650.00,,1302626-010
1650.00,,1302626-011
1650.00,,1302626-012
1650.00,,1302626-013
1650.00,,1302626-014
1650.00,,1302626-015
1650.00,,1302641-009
1650.00,,1302641-010
1650.00,,1302641-011
1650.00,,1302641-012
1650.00,,1302641-013
1650.00,,1302641-014
1650.00,,1326017-005
1650.00,,1326124-005
1646.25,,1251855-010
1646.25,,1251855-011
1646.25,,1251855-012
1646.25,,1251855-013
1646.25,,1251855-014
1646.25,,1251855-015
1646.25,,1283379-010
1646.25,,1283379-011
1646.25,,1283379-012
1646.25,,1283379-013
1646.25,,1283379-014
1646.25,,1283379-015
1646.25,,1283380-010
1646.25,,1283380-011
1646.25,,1283380-012
1646.25,,1283380-013
1646.25,,1283380-014
1646.25,,1283380-015
1646.25,,1283385-010
1646.25,,1283385-011
1646.25,,1283385-012
1646.25,,1283385-013
1646.25,,1283385-014
1646.25,,1283385-015
1646.25,,1283387-010
1646.25,,1283387-011
1646.25,,1283387-012
1646.25,,1283387-013
1646.25,,1283387-014
1646.25,,1283387-015
1646.25,,1283390-010
1646.25,,1283390-011
1646.25,,1283390-012
1646.25,,1283390-013
1646.25,,1283390-014
1646.25,,1283390-015
1646.25,,1283390-016
1646.25,,1283391-010
1646.25,,1283391-011
1646.25,,1283391-012
1646.25,,1283391-013
1646.25,,1283391-014
1646.25,,1283391-015
1646.25,,1283391-016
1646.25,,1283395-010
1646.25,,1283395-011
1646.25,,1283395-012
1646.25,,1283395-013
1646.25,,1283395-014
1646.25,,1283395-015
1646.25,,1283395-016
1646.25,,1283396-010
1646.25,,1283396-011
1646.25,,1283396-012
1646.25,,1283396-013
1646.25,,1283396-014
1646.25,,1283396-015
1646.25,,1283396-016
1646.25,,1283397-010
1646.25,,1283397-011
1646.25,,1283397-012
1646.25,,1283397-013
1646.25,,1283397-014
1646.25,,1283397-015
1646.25,,1283400-010
1646.25,,1283400-011
1646.25,,1283400-012
1646.25,,1283400-013
1646.25,,1283400-014
1646.25,,1283400-015
1646.25,,1283401-010
1646.25,,1283401-011
1646.25,,1283401-012
1646.25,,1283401-013
1646.25,,1283401-014
1646.25,,1283401-015
1646.25,,1283402-010
1646.25,,1283402-011
1646.25,,1283402-012
1646.25,,1283402-013
1646.25,,1283402-014
1646.25,,1283402-015
1646.25,,1283402-016
1642.50,,1116452-005
1642.50,,1207310-009
1642.50,,1207310-010
1642.50,,1207310-011
1642.50,,1207310-012
1642.50,,1207310-013
1642.50,,1207310-014
1642.50,,1207310-015
1642.50,,1282645-011
1642.50,,1282645-012
1642.50,,1282645-013
1642.50,,1282645-014
1642.50,,1287844-005
1642.50,,1300559-005
1642.50,,1301266-009
1642.50,,1301266-010
1642.50,,1301266-011
1642.50,,1301266-012
1642.50,,1301266-013
1642.50,,1303680-005
1642.50,,1303681-005
1638.75,,1151352-010
1638.75,,1151352-011
1638.75,,1151352-012
1638.75,,1151352-013
1638.75,,1151352-014
1638.75,,1151352-015
1638.75,,1256663-010
1638.75,,1256663-011
1638.75,,1256663-012
1638.75,,1256663-013
1638.75,,1256663-014
1638.75,,1257068-005
1638.75,,1257069-005
1638.75,,1284509-012
1638.75,,1284509-013
1638.75,,1284509-014
1638.75,,1284511-012
1638.75,,1284511-013
1638.75,,1284511-014
1638.75,,1293800-005
1638.75,,1293801-005
1638.00,,1257530-010
1638.00,,1257530-011
1638.00,,1257530-012
1638.00,,1257530-013
1638.00,,1257530-014
1638.00,,1257530-015
1638.00,,1257530-016
1635.00,,1179311-005
1635.00,,1207976-011
1635.00,,1207976-012
1635.00,,1207976-013
1635.00,,1207976-014
1635.00,,1207976-015
1635.00,,1241013-010
1635.00,,1241013-011
1635.00,,1241013-012
1635.00,,1241013-013
1635.00,,1241013-014
1635.00,,1241013-015
1635.00,,1241013-016
1635.00,,1243071-005
1635.00,,1265712-010
1635.00,,1265712-011
1635.00,,1265712-012
1635.00,,1265712-013
1635.00,,1265712-014
1635.00,,1265712-015
1635.00,,1285967-005
1635.00,,1285968-005
1635.00,,1298056-011
1635.00,,1298056-012
1635.00,,1298056-013
1635.00,,1298056-014
1635.00,,1298056-015
1635.00,,1312450-010
1635.00,,1312450-011
1635.00,,1312450-012
1635.00,,1312450-013
1635.00,,1312450-014
1635.00,,1312450-015
1635.00,,1312450-016
1631.25,,1283500-005
1631.25,,1304097-010
1631.25,,1304097-011
1631.25,,1304097-012
1631.25,,1304097-013
1631.25,,1304097-014
1631.25,,1304107-010
1631.25,,1304107-011
1631.25,,1304107-012
1631.25,,1304107-013
1631.25,,1304107-014
1627.50,,1116445-005
1627.50,,1137432-005
1627.50,,1278234-009
1627.50,,1278234-010
1627.50,,1278234-011
1627.50,,1278234-012
1627.50,,1278234-013
1627.50,,1278234-014
1627.50,,1305140-2814
1627.50,,1305140-2818
1627.50,,1305140-2822
1623.75,,1286605-011
1623.75,,1286605-012
1623.75,,1286605-013
1623.75,,1286605-014
1620.00,,1190313-005
1620.00,,1228225-005
1620.00,,1288739-666
1620.00,,1288739-670
1616.25,,1314074-005
1612.50,,1198005-005
1612.50,,1217417-005
1612.50,,1283716-005
1612.50,,1285319-2819
1612.50,,1293922-005
1612.50,,1295681-010
1612.50,,1295681-011
1612.50,,1295681-012
1612.50,,1295681-013
1612.50,,1295681-014
1612.50,,1295681-015
1612.50,,1295681-016
1612.50,,1303107-009
1612.50,,1303107-010
1612.50,,1303107-011
1612.50,,1303107-012
1612.50,,1303107-013
1612.50,,1303107-014
1612.50,,1303194-009
1612.50,,1303194-010
1612.50,,1303194-011
1612.50,,1303194-012
1612.50,,1303194-013
1612.50,,1303194-014
1612.50,,1323369-005
1612.50,,1326020-005
1608.75,,1245733-666
1608.75,,1245733-670
1605.00,,1110325-011
1605.00,,1110325-012
1605.00,,1110325-013
1605.00,,1110325-014
1605.00,,1110325-015
1605.00,,1110326-011
1605.00,,1110326-012
1605.00,,1110326-013
1605.00,,1110326-014
1605.00,,1110326-015
1605.00,,1277078-011
1605.00,,1277078-012
1605.00,,1277078-013
1605.00,,1277078-014
1605.00,,1277078-015
1605.00,,1287303-010
1605.00,,1287303-011
1605.00,,1287303-012
1605.00,,1287303-013
1605.00,,1287303-014
1605.00,,1287303-015
1605.00,,1287303-016
1605.00,,1289596-010
1605.00,,1289596-011
1605.00,,1289596-012
1605.00,,1289596-013
1602.00,,1266511-009
1602.00,,1266511-010
1602.00,,1266511-011
1602.00,,1266511-012
1602.00,,1266511-013
1602.00,,1266511-014
1602.00,,1266511-015
1601.25,,1219188-009
1601.25,,1219188-010
1601.25,,1219188-011
1601.25,,1219188-012
1601.25,,1219188-013
1601.25,,1219188-014
1601.25,,1219188-015
1601.25,,1219188-016
1601.25,,1219199-010
1601.25,,1219199-011
1601.25,,1219199-012
1601.25,,1219199-013
1601.25,,1219199-014
1601.25,,1219199-015
1601.25,,1277446-009
1601.25,,1277446-010
1601.25,,1277446-011
1601.25,,1277446-012
1601.25,,1277446-013
1601.25,,1277446-014
1601.25,,1277446-015
1601.25,,1283283-010
1601.25,,1283283-012
1601.25,,1283283-014
1601.25,,1283283-016
1601.25,,1283284-011
1601.25,,1283284-013
1601.25,,1283284-014
1601.25,,1283284-015
1597.50,,1155146-005
1597.50,,1264848-010
1597.50,,1264848-011
1597.50,,1264848-012
1597.50,,1264848-013
1597.50,,1277447-009
1597.50,,1277447-010
1597.50,,1277447-011
1597.50,,1277447-012
1597.50,,1277447-013
1597.50,,1277447-014
1597.50,,1277447-015
1597.50,,1277447-016
1597.50,,1286649-009
1597.50,,1286649-010
1597.50,,1286649-011
1597.50,,1286649-012
1597.50,,1286649-013
1597.50,,1286649-014
1597.50,,1290352-010
1597.50,,1290352-011
1597.50,,1290352-012
1597.50,,1290352-013
1597.50,,1290352-014
1596.00,,1135317-012
1596.00,,1135317-013
1596.00,,1135317-014
1596.00,,1135317-015
1593.75,,1290409-005
1590.00,,1073021-005
1590.00,,1086180-005
1590.00,,1276023-010
1590.00,,1276023-011
1590.00,,1276023-012
1590.00,,1276023-013
1586.25,,1104958-005
1586.25,,1185195-005
1586.25,,1185197-005
1586.25,,1239602-005
1584.00,,1162156-010
1584.00,,1162156-011
1584.00,,1162156-012
1584.00,,1162156-013
1584.00,,1162156-014
1584.00,,1162156-015
1584.00,,1210363-010
1584.00,,1210363-011
1584.00,,1210363-012
1584.00,,1210363-013
1584.00,,1210363-014
1584.00,,1210363-015
1584.00,,1239053-010
1584.00,,1239053-011
1584.00,,1239053-012
1584.00,,1239053-013
1584.00,,1239053-014
1582.50,,1188959-005
1582.50,,1218501-005
1582.50,,1281795-011
1582.50,,1281795-012
1582.50,,1281795-013
1582.50,,1281795-014
1582.50,,1281795-015
1582.50,,1298107-011
1582.50,,1298107-012
1582.50,,1298107-013
1582.50,,1298107-014
1578.75,,1275701-011
1578.75,,1275701-012
1578.75,,1275701-013
1578.75,,1275701-014
1578.75,,1275701-015
1578.75,,1283394-010
1578.75,,1283394-011
1578.75,,1283394-012
1578.75,,1283394-013
1578.75,,1283394-014
1578.75,,1283394-015
1575.00,,1104798-009
1575.00,,1104798-010
1575.00,,1104798-011
1575.00,,1104798-012
1575.00,,1104798-013
1575.00,,1104798-014
1575.00,,1104798-015
1575.00,,1159242-005
1575.00,,1174848-009
1575.00,,1174848-010
1575.00,,1174848-011
1575.00,,1174848-012
1575.00,,1174848-013
1575.00,,1174848-014
1575.00,,1174848-015
1575.00,,1174851-010
1575.00,,1174851-011
1575.00,,1174851-012
1575.00,,1174851-013
1575.00,,1174851-014
1575.00,,1174851-015
1575.00,,1198000-005
1575.00,,1198001-005
1575.00,,1198002-005
1575.00,,1198003-005
1575.00,,1202950-009
1575.00,,1202950-010
1575.00,,1202950-011
1575.00,,1202950-012
1575.00,,1202950-013
1575.00,,1202950-014
1575.00,,1202950-015
1575.00,,1202990-010
1575.00,,1202990-011
1575.00,,1202990-012
1575.00,,1202990-013
1575.00,,1202990-014
1575.00,,1202990-015
1575.00,,1206467-010
1575.00,,1206467-011
1575.00,,1206467-012
1575.00,,1206467-013
1575.00,,1206467-014
1575.00,,1206467-015
1575.00,,1206472-010
1575.00,,1206472-011
1575.00,,1206472-012
1575.00,,1206472-013
1575.00,,1206472-014
1575.00,,1206494-010
1575.00,,1206494-011
1575.00,,1206494-012
1575.00,,1206494-013
1575.00,,1206494-014
1575.00,,1206494-015
1575.00,,1206786-005
1575.00,,1206787-005
1575.00,,1206788-005
1575.00,,1206789-005
1575.00,,1252651-011
1575.00,,1252651-012
1575.00,,1252651-013
1575.00,,1252651-014
1575.00,,1252659-009
1575.00,,1252659-010
1575.00,,1252659-011
1575.00,,1252659-012
1575.00,,1252659-013
1575.00,,1252659-014
1575.00,,1252659-015
1575.00,,1255058-009
1575.00,,1255058-010
1575.00,,1255058-011
1575.00,,1255058-012
1575.00,,1255058-013
1575.00,,1255058-014
1575.00,,1264606-009
1575.00,,1264606-010
1575.00,,1264606-011
1575.00,,1264606-012
1575.00,,1264606-013
1575.00,,1264606-014
1575.00,,1284709-005
1575.00,,1287403-009
1575.00,,1287403-010
1575.00,,1287403-011
1575.00,,1287403-012
1575.00,,1287403-013
1575.00,,1287403-014
1575.00,,1287403-015
1575.00,,1287403-016
1575.00,,1287405-009
1575.00,,1287405-010
1575.00,,1287405-011
1575.00,,1287405-012
1575.00,,1287405-013
1575.00,,1287405-014
1575.00,,1287405-015
1575.00,,1287405-016
1575.00,,1292099-010
1575.00,,1292099-011
1575.00,,1292099-012
1575.00,,1292099-013
1575.00,,1292099-014
1575.00,,1292099-015
1575.00,,1292099-016
1575.00,,1292099-017
1575.00,,1296168-005
1575.00,,1297381-005
1575.00,,1297382-005
1575.00,,1298584-005
1575.00,,1301598-010
1575.00,,1301598-011
1575.00,,1301598-012
1575.00,,1301598-013
1571.25,,1151464-005
1571.25,,1280974-005
1571.25,,1280977-005
1571.25,,1284873-008
1571.25,,1284873-009
1571.25,,1284873-010
1571.25,,1284873-011
1571.25,,1284873-012
1571.25,,1284873-013
1571.25,,1284873-014
1571.25,,1287611-010
1571.25,,1287611-011
1571.25,,1287611-012
1571.25,,1287611-013
1571.25,,1287611-014
1571.25,,1287611-015
1571.25,,1287611-016
1571.25,,1299260-010
1571.25,,1299260-011
1571.25,,1299260-012
1571.25,,1299260-013
1571.25,,1299260-014
1571.25,,1299260-015
1567.50,,1110322-011
1567.50,,1110322-012
1567.50,,1110322-013
1567.50,,1110322-014
1567.50,,1110322-015
1567.50,,1110324-011
1567.50,,1110324-012
1567.50,,1110324-013
1567.50,,1110324-014
1567.50,,1110324-015
1567.50,,1151470-005
1567.50,,1206773-005
1567.50,,1207979-011
1567.50,,1207979-012
1567.50,,1207979-013
1567.50,,1207979-014
1567.50,,1207979-015
1567.50,,1241056-005
1567.50,,1241262-005
1567.50,,1241263-005
1567.50,,1241264-005
1567.50,,1241266-005
1567.50,,1256406-005
1567.50,,1256407-005
1567.50,,1256408-005
1567.50,,1256409-005
1567.50,,1256436-005
1567.50,,1256437-005
1567.50,,1256438-005
1567.50,,1256439-005
1567.50,,1256440-005
1567.50,,1256683-011
1567.50,,1256683-012
1567.50,,1256683-013
1567.50,,1256689-011
1567.50,,1256689-012
1567.50,,1256689-013
1567.50,,1284499-011
1567.50,,1284499-012
1567.50,,1284499-013
1567.50,,1284499-014
1567.50,,1284502-011
1567.50,,1284502-012
1567.50,,1284502-013
1567.50,,1284502-014
1567.50,,1284502-015
1567.50,,1284570-010
1567.50,,1284570-011
1567.50,,1284570-012
1567.50,,1284570-013
1567.50,,1284570-014
1567.50,,1284570-015
1567.50,,1285997-005
1567.50,,1285998-005
1567.50,,1285999-005
1567.50,,1286000-005
1567.50,,1293694-005
1567.50,,1293695-005
1567.50,,1293785-005
1567.50,,1298034-011
1567.50,,1298034-012
1567.50,,1298034-013
1567.50,,1298034-014
1567.50,,1298085-011
1567.50,,1298085-012
1567.50,,1298085-013
1567.50,,1298085-014
1567.50,,1298085-015
1567.50,,1298244-005
1567.50,,1298245-005
1567.50,,1298257-005
1567.50,,1300247-010
1567.50,,1300247-011
1567.50,,1300247-012
1567.50,,1300247-013
1567.50,,1300247-014
1567.50,,1304644-005
1564.50,,1283298-009
1564.50,,1283298-010
1564.50,,1283298-011
1564.50,,1283298-012
1564.50,,1283298-013
1564.50,,1283298-014
1564.50,,1283298-015
1564.50,,1283299-009
1564.50,,1283299-010
1564.50,,1283299-011
1564.50,,1283299-012
1564.50,,1283299-013
1564.50,,1283299-014
1564.50,,1283299-015
1564.50,,1287582-010
1564.50,,1287582-011
1564.50,,1287582-012
1564.50,,1287582-013
1564.50,,1287582-014
1564.50,,1287582-015
1563.75,,1219226-009
1563.75,,1219226-010
1563.75,,1219226-011
1563.75,,1219226-012
1563.75,,1219226-013
1563.75,,1219226-014
1563.75,,1219226-015
1563.75,,1219226-016
1563.75,,1289874-010
1563.75,,1289874-011
1563.75,,1289874-012
1563.75,,1289874-013
1563.75,,1289874-014
1563.75,,1289874-015
1560.00,,1110340-011
1560.00,,1110340-012
1560.00,,1110340-013
1560.00,,1110340-014
1560.00,,1110340-015
1560.00,,1235094-010
1560.00,,1235094-011
1560.00,,1235094-012
1560.00,,1235094-013
1560.00,,1235094-014
1560.00,,1235094-015
1560.00,,1235094-016
1560.00,,1235094-017
1560.00,,1293689-005
1560.00,,1293690-005
1560.00,,1295211-005
1560.00,,1308413-666
1560.00,,1308413-670
1560.00,,1326119-005
1557.00,,1243206-011
1557.00,,1243206-012
1557.00,,1243206-013
1557.00,,1243206-014
1557.00,,1243206-015
1557.00,,1243206-016
1557.00,,1243206-017
1557.00,,1243206-018
1556.25,,1202465-010
1556.25,,1202465-011
1556.25,,1202465-012
1556.25,,1202465-013
1556.25,,1202465-014
1556.25,,1202465-015
1556.25,,1206468-010
1556.25,,1206468-011
1556.25,,1206468-012
1556.25,,1206468-013
1556.25,,1206468-014
1556.25,,1206468-015
1556.25,,1265285-2819
1556.25,,1265285-2822
1556.25,,1311753-005
1552.50,,1197366-011
1552.50,,1197366-012
1552.50,,1197366-013
1552.50,,1197366-014
1552.50,,1202536-005
1552.50,,1278238-009
1552.50,,1278238-010
1552.50,,1278238-011
1552.50,,1278238-012
1552.50,,1278238-013
1552.50,,1278238-014
1552.50,,1299237-2896
1552.50,,1299237-2897
1550.25,,1234067-012
1550.25,,1234067-014
1550.25,,1234067-015
1550.25,,1234067-016
1550.25,,1256915-012
1550.25,,1256915-013
1550.25,,1256915-014
1550.25,,1256915-015
1550.25,,1256915-016
1550.25,,1256915-017
1548.75,,1135824-011
1548.75,,1135824-012
1548.75,,1135824-013
1548.75,,1135824-014
1548.75,,1135824-015
1548.75,,1282391-005
1548.75,,1287841-005
1545.00,,1247077-005
1545.00,,1247078-005
1545.00,,1247079-005
1537.50,,1178278-005
1537.50,,1240820-009
1537.50,,1240820-010
1537.50,,1240820-011
1537.50,,1240820-012
1537.50,,1240820-013
1537.50,,1254070-011
1537.50,,1254070-012
1537.50,,1254070-013
1537.50,,1254070-014
1537.50,,1254070-015
1537.50,,1265780-005
1537.50,,1265781-005
1537.50,,1286413-005
1537.50,,1286415-005
1537.50,,1290353-011
1537.50,,1290353-012
1537.50,,1290353-013
1537.50,,1290353-014
1537.50,,1290353-015
1537.50,,1297653-010
1537.50,,1297653-011
1537.50,,1297653-012
1537.50,,1297653-013
1537.50,,1297653-014
1537.50,,1297653-015
1537.50,,1298243-005
1537.50,,1306987-010
1537.50,,1306987-011
1537.50,,1306987-012
1537.50,,1306987-013
1537.50,,1306987-015
1537.50,,1306987-016
1537.50,,1309128-010
1537.50,,1309128-011
1537.50,,1309128-012
1537.50,,1309128-013
1537.50,,1309128-014
1537.50,,1309128-015
1537.50,,1309128-016
1537.50,,1309128-017
1533.75,,1204448-010
1533.75,,1204448-011
1533.75,,1204448-012
1533.75,,1204448-013
1533.75,,1204448-014
1533.75,,1204448-015
1533.75,,1204448-016
1533.00,,1204149-011
1533.00,,1204149-012
1533.00,,1204149-013
1533.00,,1204149-014
1533.00,,1204149-015
1533.00,,1204149-016
1533.00,,1204149-017
1533.00,,1204149-018
1530.00,,1116451-005
1530.00,,1207982-011
1530.00,,1207982-012
1530.00,,1207982-013
1530.00,,1207982-014
1530.00,,1207982-015
1530.00,,1207985-011
1530.00,,1207985-012
1530.00,,1207985-013
1530.00,,1207985-014
1530.00,,1207985-015
1530.00,,1219194-010
1530.00,,1219194-011
1530.00,,1219194-012
1530.00,,1219194-013
1530.00,,1219194-014
1530.00,,1219194-015
1530.00,,1219194-016
1530.00,,1256426-005
1530.00,,1256427-005
1530.00,,1268687-010
1530.00,,1268687-011
1530.00,,1268687-012
1530.00,,1268687-013
1530.00,,1268687-014
1530.00,,1268687-015
1526.25,,1146975-008
1526.25,,1146975-009
1526.25,,1146975-010
1526.25,,1146975-011
1526.25,,1146975-012
1526.25,,1146975-013
1526.25,,1146975-014
1526.25,,1146975-015
1526.25,,1146975-016
1526.25,,1300979-011
1526.25,,1300979-012
1526.25,,1300979-013
1526.25,,1300979-014
1526.25,,1300979-015
1526.25,,1300982-011
1526.25,,1300982-012
1526.25,,1300982-013
1526.25,,1300982-014
1522.50,,1182527-005
1522.50,,1202596-557
1522.50,,1202596-560
1522.50,,1202597-557
1522.50,,1202597-560
1522.50,,1302766-010
1522.50,,1302766-011
1522.50,,1302766-012
1522.50,,1302766-013
1522.50,,1302766-014
1522.50,,1302766-015
1522.50,,1310200-670
1522.50,,1326123-005
1518.75,,1213129-005
1515.00,,1106932-005
1515.00,,1141359-662
1515.00,,1141359-666
1515.00,,1141359-670
1515.00,,1141359-674
1515.00,,1283381-010
1515.00,,1283381-011
1515.00,,1283381-012
1515.00,,1283381-013
1515.00,,1283381-014
1515.00,,1283381-015
1515.00,,1283383-010
1515.00,,1283383-011
1515.00,,1283383-012
1515.00,,1283383-013
1515.00,,1283383-014
1515.00,,1283393-010
1515.00,,1283393-011
1515.00,,1283393-012
1515.00,,1283393-013
1515.00,,1283393-014
1515.00,,1283393-015
1515.00,,1283393-016
1515.00,,1283413-010
1515.00,,1283413-011
1515.00,,1283413-012
1515.00,,1283413-013
1515.00,,1283413-014
1515.00,,1283413-015
1515.00,,1286414-005
1515.00,,1286606-011
1515.00,,1286606-012
1515.00,,1286606-013
1515.00,,1286606-014
1511.25,,1276336-010
1511.25,,1276336-011
1511.25,,1276336-012
1511.25,,1276336-013
1511.25,,1276336-014
1507.50,,1190062-005
1507.50,,1237354-005
1507.50,,1254574-010
1507.50,,1254574-011
1507.50,,1254574-012
1507.50,,1254574-013
1507.50,,1289093-010
1507.50,,1289093-011
1507.50,,1289093-012
1507.50,,1289093-013
1507.50,,1289093-014
1507.50,,1308848-2819
1507.50,,1308848-2820
1507.50,,1308848-2822
1503.75,,1237458-021
1503.75,,1237458-024
1503.75,,1237458-160
1503.75,,1237458-650
1503.75,,1237458-654
1503.75,,1299264-010
1503.75,,1299264-011
1503.75,,1299264-012
1503.75,,1299264-013
1503.75,,1299264-014
1503.75,,1299264-015
1500.00,,1088556-010
1500.00,,1088556-011
1500.00,,1088556-012
1500.00,,1088556-013
1500.00,,1088556-014
1500.00,,1088556-015
1500.00,,1100086-005
1500.00,,1104026-005
1500.00,,1155022-009
1500.00,,1155022-010
1500.00,,1155022-011
1500.00,,1155022-012
1500.00,,1155022-013
1500.00,,1155022-014
1500.00,,1155022-015
1500.00,,1155030-010
1500.00,,1155030-011
1500.00,,1155030-012
1500.00,,1155030-013
1500.00,,1155030-014
1500.00,,1155030-015
1500.00,,1296185-005
1500.00,,1300282-305
1500.00,,1302635-010
1500.00,,1302635-011
1500.00,,1302635-012
1500.00,,1302635-013
1500.00,,1302635-014
1500.00,,1302642-009
1500.00,,1302642-010
1500.00,,1302642-011
1500.00,,1302642-012
1500.00,,1302642-013
1500.00,,1302642-014
1500.00,,1302642-015
1498.50,1,1271119-011
1498.50,1,1271119-012
1498.50,1,1271119-013
1498.50,1,1271119-014
1498.50,1,1271119-015
1498.50,1,1271119-016
1498.50,1,1271119-017
1498.50,1,1271119-018
1498.50,1,1271122-011
1498.50,1,1271122-012
1498.50,1,1271122-013
1498.50,1,1271122-014
1498.50,1,1271122-015
1498.50,1,1271122-016
1498.50,1,1271122-017
1498.50,1,1271122-018
1496.25,1,1206737-005
1496.25,1,1210592-005
1496.25,1,1231733-010
1496.25,1,1231733-011
1496.25,1,1231733-012
1496.25,1,1231733-013
1496.25,1,1231733-014
1496.25,1,1231733-015
1496.25,1,1239658-010
1496.25,1,1239658-011
1496.25,1,1239658-012
1496.25,1,1239658-013
1496.25,1,1239658-014
1496.25,1,1239658-015
1496.25,1,1256357-005
1496.25,1,1256651-011
1496.25,1,1256651-012
1496.25,1,1256651-013
1496.25,1,1256651-014
1496.25,1,1256681-011
1496.25,1,1256681-012
1496.25,1,1256681-013
1496.25,1,1259735-010
1496.25,1,1259735-011
1496.25,1,1259735-012
1496.25,1,1259735-013
1496.25,1,1259735-014
1496.25,1,1259735-015
1496.25,1,1275288-010
1496.25,1,1275288-011
1496.25,1,1275288-012
1496.25,1,1275288-013
1496.25,1,1275288-014
1496.25,1,1275288-015
1496.25,1,1275288-016
1496.25,1,1286339-005
1496.25,1,1298168-010
1496.25,1,1298168-011
1496.25,1,1298168-012
1496.25,1,1298168-013
1496.25,1,1298168-014
1496.25,1,1298168-015
1496.25,1,1298168-016
1496.25,1,1298174-010
1496.25,1,1298174-011
1496.25,1,1298174-012
1496.25,1,1298174-013
1496.25,1,1298174-014
1496.25,1,1298174-015
1496.25,1,1298174-016
1496.25,1,1298174-017
1496.25,1,1304052-011
1496.25,1,1304052-012
1496.25,1,1304052-013
1496.25,1,1304052-014
1496.25,1,1304588-005
1496.25,1,1304589-005
1496.25,1,702947-010
1496.25,1,702947-011
1496.25,1,702947-012
1496.25,1,702947-013
1496.25,1,702947-014
1496.25,1,702947-015
1492.50,1,1116449-005
1492.50,1,1151476-005
1492.50,1,1151478-005
1492.50,1,1159244-005
1492.50,1,1169080-005
1492.50,1,1240920-005
1492.50,1,1246846-009
1492.50,1,1246846-010
1492.50,1,1246846-011
1492.50,1,1246846-012
1492.50,1,1246846-013
1492.50,1,1246846-014
1492.50,1,1246846-015
1492.50,1,1279728-009
1492.50,1,1279728-010
1492.50,1,1279728-011
1492.50,1,1279728-012
1492.50,1,1279728-013
1492.50,1,1279728-014
1492.50,1,1279728-015
1492.50,1,1281515-005
1492.50,1,1284863-005
1492.50,1,1292370-009
1492.50,1,1292370-010
1492.50,1,1292370-011
1492.50,1,1292370-012
1492.50,1,1292370-013
1492.50,1,1292370-014
1492.50,1,1301285-009
1492.50,1,1301285-010
1492.50,1,1301285-011
1492.50,1,1301285-012
1492.50,1,1301285-013
1492.50,1,1301285-014
1492.50,1,1301285-015
1488.75,1,1240460-654
1488.75,1,1240460-658
1488.75,1,1243120-005
1488.75,1,1313061-662
1488.75,1,1313061-666
1488.75,1,1313061-670
1488.75,1,1313062-662
1488.75,1,1313062-666
1488.75,1,1313062-670
1488.75,1,1316035-005
1485.00,1,1061980-009
1485.00,1,1061980-010
1485.00,1,1061980-011
1485.00,1,1061980-012
1485.00,1,1061980-013
1485.00,1,1061980-014
1485.00,1,1061980-015
1485.00,1,1104867-009
1485.00,1,1104867-010
1485.00,1,1104867-011
1485.00,1,1104867-012
1485.00,1,1104867-013
1485.00,1,1104867-014
1485.00,1,1104867-015
1485.00,1,1133199-011
1485.00,1,1133199-012
1485.00,1,1133199-013
1485.00,1,1133199-014
1485.00,1,1133199-015
1485.00,1,1146974-011
1485.00,1,1146974-012
1485.00,1,1146974-013
1485.00,1,1146974-014
1485.00,1,1239023-011
1485.00,1,1239023-012
1485.00,1,1239023-013
1485.00,1,1239023-014
1485.00,1,1239023-015
1485.00,1,1284746-005
1485.00,1,1284747-005
1485.00,1,1284748-005
1485.00,1,1285231-010
1485.00,1,1285231-011
1485.00,1,1285231-012
1485.00,1,1285231-013
1485.00,1,1285231-014
1485.00,1,1293721-005
1485.00,1,1293722-005
1481.25,1,1280903-005
1481.25,1,1316625-005
1477.50,1,1179291-2819
1477.50,1,1179291-2822
1477.50,1,1190066-005
1473.75,1,1285617-666
1473.75,1,1285617-670
1473.75,1,1286604-011
1473.75,1,1286604-012
1473.75,1,1286604-013
1473.75,1,1286604-014
1470.00,1,1268890-010
1470.00,1,1268890-011
1470.00,1,1268890-012
